	X	Z	Yobs
875	71.55584699	1	81.75116536
876	70.65913227	1	80.26162533
877	49.69640609	0	53.57600747
878	66.99016013	0	71.16045326
879	67.66867092	1	77.25765137
880	74.16471876	1	83.38141345
881	63.48963703	1	73.91126346
882	63.4833768	1	75.86668415
883	66.56430228	1	75.96608481
884	57.73019123	0	62.24167387
885	69.15478	1	78.67086595
886	76.38202472	0	77.65494636
887	52.14326247	1	65.27270718
888	75.18344577	1	84.36344246
889	73.88529142	1	83.70248167
890	64.90008863	1	75.19071451
891	61.03814953	1	72.58622557
892	67.66195977	1	77.4859659
893	60.87485234	0	64.06328346
894	65.64924096	0	70.43170955
895	82.24221118	1	90.41462509
896	51.82098494	0	55.85596751
897	60.73453181	0	64.74077705
898	63.51279058	0	68.62213953
899	67.37046966	1	78.7760587
900	54.99836009	1	66.38687117
901	74.23436617	1	83.56783
902	54.63086602	0	60.0467291
903	74.03332029	1	81.21361149
904	72.21378337	1	81.91955839
905	71.09611775	0	74.87857707
906	66.48610156	1	76.37412828
907	66.30239812	0	69.70601409
908	60.10496487	0	63.8150555
909	70.67280557	1	80.11927302
910	71.76649626	1	80.74226788
911	69.08861147	0	74.33756684
912	62.7416497	0	66.98373654
913	63.56125838	0	64.98721508
914	77.65710352	0	78.78015819
915	72.9832196	0	75.71514051
916	62.68094072	0	66.02352168
917	69.9336158	1	80.49939894
918	56.87774217	1	68.72983089
919	82.37860659	1	92.37013968
920	52.23823811	1	63.41570756
921	69.3495242	0	72.74100414
922	66.83020623	1	76.99927736
923	48.48998378	1	62.0187569
924	53.57382553	1	64.73954589
925	84.97969888	0	87.73610335
926	68.5760963	0	71.67138505
927	68.56922004	0	71.90967324
928	70.06068558	1	79.77206362
929	53.62654585	1	65.5890771
930	52.01415072	0	57.00888519
931	67.82882158	0	71.65356422
932	67.50261211	1	75.11733271
933	61.24931058	0	64.80477607
934	63.0750858	1	72.46879523
935	67.9982017	1	78.80168262
936	80.20681849	1	88.36393687
937	68.77470964	1	78.82702209
938	61.80533237	0	65.15496096
939	63.56973825	1	73.96708396
940	77.52851931	0	78.97885129
941	56.58366666	0	59.45408875
942	46.45724358	0	52.25641835
943	69.28044489	1	78.38934541
944	52.32508084	0	56.01632087
945	62.22322277	0	67.84212857
946	72.50608472	0	75.84186274
947	57.88970739	0	61.82805112
948	67.25377631	1	76.59866968
949	54.43488277	1	65.92399452
950	73.37294043	1	83.37938704
951	85.69175307	0	86.78118127
952	57.63346867	1	67.55746775
953	66.0620967	1	77.87292886
954	52.72202868	0	56.56486646
955	71.02681926	0	73.53169168
956	44.94064662	1	55.58614708
957	64.8899889	0	67.40917897
958	75.68107	0	77.10478138
959	58.48930502	0	60.93485495
960	71.95206036	1	81.40251003
961	51.35695025	0	57.08890196
962	56.69413767	1	68.10036532
963	65.55554659	1	75.3589438
964	66.39842011	0	69.27313637
965	55.87660072	1	66.77943167
966	61.61712078	0	63.99228167
967	60.36856706	0	65.41281301
968	62.69821964	1	73.29536296
969	59.52644133	0	60.37198521
970	58.42689615	0	63.05938091
971	64.07557121	0	66.93462273
972	62.45280287	0	64.47296612
973	64.02552266	0	69.34535977
974	53.84476449	0	57.80970469
975	53.07007587	1	64.02301612
976	90.97688411	0	90.38493304
977	59.69336836	0	63.93142577
978	60.43232316	1	74.09618198
979	48.99881642	1	59.90561999
980	72.79817106	0	75.99285963
981	70.89314444	0	74.08162473
982	67.26513536	1	75.60931233
983	59.74149115	0	65.05190132
984	52.44497655	1	64.49363704
985	49.99798365	1	61.58107634
986	58.57838537	0	61.69434415
987	61.15607606	1	73.15495374
988	69.93187168	1	78.49752183
989	72.20836677	0	75.34528895
990	75.62542275	0	77.53083941
991	68.05511962	1	79.29466775
992	69.23015916	1	78.57268124
993	52.90058573	1	65.03683046
994	74.94906861	1	84.27009701
995	61.62552711	1	73.61885066
996	51.69566735	0	55.70218444
997	65.64738333	0	70.13314182
998	47.85433349	1	60.07572865
999	81.14616787	1	89.95825802
1000	53.05567622	0	58.39332467
